Category,Product Name,Material Composition,Product Name with Keywords,Fragility,Predicted Packaging Material,Protective Packaging Tip,Image Paths
Furniture,"Storage cabinet shelf: Wood, metal, plastic, glass","['Metal', 'Plastic', 'Glass', 'Wood']","Storage cabinet shelf: Wood, metal, plastic, glass metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber glass crystal transparent wood timber plywood hardwood",Highly Fragile,Packing peanuts,Products in this category are highly fragile and require the utmost care during packaging. Use multiple layers of padding and consider double boxing for added protection.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Packing peanuts\Image_1.jpg
Furniture,"Storage drawer organizer: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage drawer organizer: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage bin container: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage bin container: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage box with lid: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage box with lid: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage crate with handles: Wood, plastic","['Plastic', 'Wood', 'Handle']","Storage crate with handles: Wood, plastic plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood handle",Moderately Fragile,Corrugated mailers,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Furniture,"Storage tower with baskets: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage tower with baskets: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage locker with key: Metal, plastic","['Metal', 'Plastic']","Storage locker with key: Metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage caddy with compartments: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage caddy with compartments: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage cart with wheels: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage cart with wheels: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage organizer with drawers: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage organizer with drawers: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage unit with doors: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage unit with doors: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage system with shelves: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage system with shelves: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage solution with bins: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage solution with bins: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage furniture with baskets: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage furniture with baskets: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage bed with drawers: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Storage bed with drawers: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage sofa with chaise: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Storage sofa with chaise: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage table with baskets: Wood, metal, plastic, glass","['Metal', 'Plastic', 'Glass', 'Wood']","Storage table with baskets: Wood, metal, plastic, glass metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber glass crystal transparent wood timber plywood hardwood",Highly Fragile,Packing peanuts,Products in this category are highly fragile and require the utmost care during packaging. Use multiple layers of padding and consider double boxing for added protection.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Packing peanuts\Image_1.jpg
Furniture,"Storage desk with hutch: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage desk with hutch: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage chair with ottoman: Wood, metal, plastic, fabric, foam","['Metal', 'Plastic', 'Wood', 'Fabric', 'Foam']","Storage chair with ottoman: Wood, metal, plastic, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage bench seat with drawers: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Storage bench seat with drawers: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage ottoman bench with tray: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Storage ottoman bench with tray: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage chest trunk with lock: Wood, metal, fabric","['Metal', 'Wood', 'Fabric']","Storage chest trunk with lock: Wood, metal, fabric metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage cabinet shelf with doors: Wood, metal, plastic, glass","['Metal', 'Plastic', 'Glass', 'Wood']","Storage cabinet shelf with doors: Wood, metal, plastic, glass metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber glass crystal transparent wood timber plywood hardwood",Highly Fragile,Packing peanuts,Products in this category are highly fragile and require the utmost care during packaging. Use multiple layers of padding and consider double boxing for added protection.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Packing peanuts\Image_1.jpg
